0.005,364747.7
0.01,852059.0
0.015,135244.8
0.02,926337.2
0.025,953211.6
0.03,513814.9
0.035,234517.8
0.04,538877.5
0.045,240696.9
0.05,261811.6
0.055,648150.9
0.06,89471.1
0.065,596552.0
0.07,271734.0
0.075,506207.9
0.08,195818.3
0.085,772350.1
0.09,999120.0
0.095,962885.6
0.1,562751.5
0.105,944570.0
0.11,747750.1
0.115,947470.9
0.12,446696.2
0.125,664006.5
0.13,810839.1
0.135,376499.3
0.14,119559.4
0.145,179738.1
0.15,84372.7
0.155,213531.3
0.16,244275.4
0.165,223756.6
0.17,53144.1
0.175,296139.4
0.18,532530.6
0.185,571881.8
0.19,671962.5
0.195,346974.6
0.2,642415.1
0.205,566996.0
0.21,589981.3
0.215,703351.1
0.22,779974.8
0.225,709673.9
0.23,367887.0
0.235,143999.9
0.24,544376.2
0.245,214677.9
0.25,301120.0
0.255,480509.4
0.26,30316.7
0.265,524372.2
0.27,405249.7
0.275,654113.4
0.28,94008.5
0.285,326190.4
0.29,32455.8
0.295,284425.4
0.3,331844.1
0.305,504136.3
0.31,780276.1
0.315,547941.7
0.32,771181.2
0.325,274901.4
0.33,997169.5
0.335,847370.5
0.34,883932.6
0.345,596856.5
0.35,194937.4
0.355,905015.2
0.36,34259.8
0.365,957260.2
0.37,974120.3
0.375,725063.5
0.38,746876.6
0.385,857071.9
0.39,3964.9
0.395,174222.0
0.4,863702.7
0.405,862230.5
0.41,531916.6
0.415,137086.6
0.42,360282.7
0.425,623910.2
0.43,105749.5
0.435,49347.1
0.44,615354.3
0.445,163943.5
0.45,975776.4
0.455,729682.1
0.46,732554.4
0.465,670405.2
0.47,14232.6
0.475,499786.2
0.48,382883.0
0.485,394267.2
0.49,580263.7
0.495,935132.0
0.5,525109.9
0.505,617852.7
0.51,725037.4
0.515,914372.9
0.52,719963.7
0.525,809354.0
0.53,496021.0
0.535,223667.6
0.54,749348.3
0.545,393352.9
0.55,986272.2
0.555,496290.3
0.56,107305.5
0.565,238158.8
0.57,535798.1
0.575,433294.4
0.58,461260.9
0.585,781355.6
0.59,898702.8
0.595,300262.0
0.6,526161.3
0.605,615514.3
0.61,72954.9
0.615,964434.8
0.62,916522.7
0.625,634892.4
0.63,388258.7
0.635,966292.5
0.64,823877.2
0.645,172063.9
0.65,955886.3
0.655,688273.8
0.66,562677.2
0.665,255845.5
0.67,882199.2
0.675,152889.6
0.68,852420.3
0.685,54607.2
0.69,101974.9
0.695,825843.8
0.7,635278.1
0.705,309347.7
0.71,785778.7
0.715,599893.5
0.72,170196.1
0.725,499559.0
0.73,487472.3
0.735,573746.1
0.74,860743.1
0.745,915411.3
0.75,288589.8
0.755,957269.9
0.76,22202.6
0.765,102152.8
0.77,477425.2
0.775,369079.1
0.78,683624.6
0.785,326182.3
0.79,53708.3
0.795,351248.2
0.8,608388.3
0.805,208191.3
0.81,597292.1
0.815,243646.1
0.82,458039.9
0.825,686663.8
0.83,592227.7
0.835,936762.7
0.84,887127.3
0.845,693060.3
0.85,569326.5
0.855,768179.7
0.86,270256.9
0.865,283618.2
0.87,630357.0
0.875,950899.0
0.88,780935.0
0.885,747207.6
0.89,208878.6
0.895,147489.9
